SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 0SM_Wallet_DarkBlueitem at (126.49, 15.38, -83.43)player at (126.15, 15.38, -82.69)intensity ratio 0.002396594
00,8_14,13_58_21,80.67965,2,2,1,0,3.475777,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 1Hiking_Stickitem at (271.86, 15.45, 36.03)player at (271.96, 15.45, 35.95)intensity ratio 0.006960704
00,8_14,13_58_28,87.02951,2,2,2,0,1.550636,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 2Hiking_Stickitem at (287.85, 15.55, 117.02)player at (286.89, 15.55, 117.16)intensity ratio 0.005469824
00,8_14,13_58_37,95.93566,2,2,3,0,4.328217,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 3Buttonitem at (270.78, 15.50, 36.51)player at (270.60, 15.50, 36.22)intensity ratio 0.002104905
00,8_14,13_58_49,107.9983,2,2,4,0,7.52491,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 4Army_Statueitem at (286.31, 15.49, 118.11)player at (286.49, 15.49, 118.34)intensity ratio 0.0008486967
00,8_14,13_58_55,113.8592,2,2,5,0,1.358665,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 5SM_Wallet_Greenitem at (271.79, 15.55, 37.08)player at (271.71, 15.55, 36.94)intensity ratio 0.001903185
00,8_14,13_59_2,120.3928,2,2,6,0,1.923378,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 6black_sunglassesitem at (287.41, 15.45, 118.28)player at (287.73, 15.45, 117.77)intensity ratio 0.0003924429
00,8_14,13_59_9,127.0204,2,2,7,0,1.711578,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 7Buttonitem at (195.72, 15.46, 2.47)player at (195.85, 15.46, 1.94)intensity ratio 0.005060194
00,8_14,13_59_18,135.4113,2,2,8,0,1.701065,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 8Hiking_Stickitem at (208.77, 15.46, -56.53)player at (208.17, 15.46, -56.13)intensity ratio 0.01111628
00,8_14,13_59_25,142.7501,2,2,9,0,2.363434,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 9Food_Wrapperitem at (124.50, 15.47, -82.64)player at (124.61, 15.47, -82.81)intensity ratio 0.0224748
00,8_14,13_59_32,149.2896,2,2,10,0,1.966965,
SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,trial number 10glasses_silveritem at (286.81, 15.49, -0.24)player at (286.39, 15.49, 0.27)intensity ratio 0.006685176
